2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:52 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 11:27:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 11:30:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 16:12:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:26 - price_service - INFO - Initializing price service module
2025-08-01 16:12:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:28 - price_service - INFO - Initializing price service module
2025-08-01 16:12:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:28 - price_service - INFO - Initializing price service module
2025-08-01 16:12:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:30 - price_service - INFO - Initializing price service module
2025-08-01 16:12:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:32 - price_service - INFO - Initializing price service module
2025-08-01 16:12:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:32 - price_service - INFO - Initializing price service module
2025-08-01 16:12:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:35 - price_service - INFO - Initializing price service module
2025-08-01 16:12:36 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:36 - price_service - INFO - Initializing price service module
2025-08-01 16:12:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:37 - price_service - INFO - Initializing price service module
2025-08-01 16:12:39 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:39 - price_service - INFO - Initializing price service module
2025-08-01 16:12:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:40 - price_service - INFO - Initializing price service module
2025-08-01 16:12:41 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:41 - price_service - INFO - Initializing price service module
2025-08-01 16:12:43 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:43 - price_service - INFO - Initializing price service module
2025-08-01 16:12:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:44 - price_service - INFO - Initializing price service module
2025-08-01 16:12:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:44 - price_service - INFO - Initializing price service module
2025-08-01 16:12:47 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:47 - price_service - INFO - Initializing price service module
2025-08-01 16:12:48 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:48 - price_service - INFO - Initializing price service module
2025-08-01 16:12:49 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:49 - price_service - INFO - Initializing price service module
2025-08-01 16:12:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:51 - price_service - INFO - Initializing price service module
2025-08-01 16:12:52 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:52 - price_service - INFO - Initializing price service module
2025-08-01 16:12:53 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:53 - price_service - INFO - Initializing price service module
2025-08-01 16:12:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:55 - price_service - INFO - Initializing price service module
2025-08-01 16:12:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:56 - price_service - INFO - Initializing price service module
2025-08-01 16:12:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:57 - price_service - INFO - Initializing price service module
2025-08-01 16:12:59 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:12:59 - price_service - INFO - Initializing price service module
2025-08-01 16:13:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:00 - price_service - INFO - Initializing price service module
2025-08-01 16:13:01 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:01 - price_service - INFO - Initializing price service module
2025-08-01 16:13:04 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:04 - price_service - INFO - Initializing price service module
2025-08-01 16:13:05 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:05 - price_service - INFO - Initializing price service module
2025-08-01 16:13:06 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:06 - price_service - INFO - Initializing price service module
2025-08-01 16:13:09 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:09 - price_service - INFO - Initializing price service module
2025-08-01 16:13:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:10 - price_service - INFO - Initializing price service module
2025-08-01 16:13:11 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:11 - price_service - INFO - Initializing price service module
2025-08-01 16:13:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:13 - price_service - INFO - Initializing price service module
2025-08-01 16:13:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:14 - price_service - INFO - Initializing price service module
2025-08-01 16:13:16 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:16 - price_service - INFO - Initializing price service module
2025-08-01 16:13:18 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:18 - price_service - INFO - Initializing price service module
2025-08-01 16:13:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:19 - price_service - INFO - Initializing price service module
2025-08-01 16:13:21 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:21 - price_service - INFO - Initializing price service module
2025-08-01 16:13:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:23 - price_service - INFO - Initializing price service module
2025-08-01 16:13:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:24 - price_service - INFO - Initializing price service module
2025-08-01 16:13:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:24 - price_service - INFO - Initializing price service module
2025-08-01 16:13:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:29 - price_service - INFO - Initializing price service module
2025-08-01 16:13:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:29 - price_service - INFO - Initializing price service module
2025-08-01 16:13:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:29 - price_service - INFO - Initializing price service module
2025-08-01 16:13:30 - price_service - INFO - Initializing price service module
2025-08-01 16:13:30 - price_service - INFO - Initializing price service module
2025-08-01 16:13:30 - price_service - INFO - Initializing price service module
2025-08-01 16:13:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:37 - price_service - INFO - Initializing price service module
2025-08-01 16:13:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:37 - price_service - INFO - Initializing price service module
2025-08-01 16:13:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:13:37 - price_service - INFO - Initializing price service module
2025-08-01 16:13:38 - price_service - INFO - Initializing price service module
2025-08-01 16:13:38 - price_service - INFO - Initializing price service module
2025-08-01 16:13:39 - price_service - INFO - Initializing price service module
2025-08-01 16:13:49 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 16:13:49 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 16:13:49 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 16:13:49 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 16:13:49 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 16:13:49 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 16:16:18 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:16:18 - price_service - INFO - Initializing price service module
2025-08-01 16:16:18 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:16:18 - price_service - INFO - Initializing price service module
2025-08-01 16:16:18 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:16:18 - price_service - INFO - Initializing price service module
2025-08-01 16:16:20 - price_service - INFO - Initializing price service module
2025-08-01 16:16:20 - price_service - INFO - Initializing price service module
2025-08-01 16:16:20 - price_service - INFO - Initializing price service module
2025-08-01 16:20:41 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:20:41 - price_service - INFO - Initializing price service module
2025-08-01 16:20:42 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:20:42 - price_service - INFO - Initializing price service module
2025-08-01 16:20:42 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:20:42 - price_service - INFO - Initializing price service module
2025-08-01 16:20:43 - price_service - INFO - Initializing price service module
2025-08-01 16:20:43 - price_service - INFO - Initializing price service module
2025-08-01 16:20:44 - price_service - INFO - Initializing price service module
2025-08-01 16:22:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:22:23 - price_service - INFO - Initializing price service module
2025-08-01 16:22:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:22:23 - price_service - INFO - Initializing price service module
2025-08-01 16:22:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:22:23 - price_service - INFO - Initializing price service module
2025-08-01 16:22:25 - price_service - INFO - Initializing price service module
2025-08-01 16:22:25 - price_service - INFO - Initializing price service module
2025-08-01 16:22:25 - price_service - INFO - Initializing price service module
2025-08-01 17:41:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 17:41:00 - price_service - INFO - Initializing price service module
2025-08-01 17:41:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 17:41:00 - price_service - INFO - Initializing price service module
2025-08-01 17:41:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 17:41:00 - price_service - INFO - Initializing price service module
2025-08-01 17:41:01 - price_service - INFO - Initializing price service module
2025-08-01 17:41:02 - price_service - INFO - Initializing price service module
2025-08-01 17:41:02 - price_service - INFO - Initializing price service module
2025-08-01 17:41:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 17:41:26 - price_service - INFO - Initializing price service module
2025-08-01 17:41:27 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 17:41:27 - price_service - INFO - Initializing price service module
2025-08-01 17:41:27 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
